#,Name,Team,IP,vFA,vFC,vFS,vSI,vCH,vSL,vCU,vCS,vKN,vSB,Year,YearDate
677,Reiver Sanmartin,CIN,57.0,91.0, , ,90.6,85.3,82.1, , , , ,2022.0,2022-01-01
678,Cody Sedlock,BAL,3.0,91.0, , , ,82.5,84.4, , , , ,2022.0,2022-01-01
679,Scott Effross,- - -,56.2,91.0, , ,90.5,83.1,79.9, , , , ,2022.0,2022-01-01
680,Tanner Tully,CLE,6.0,91.0, , , ,84.7,81.3,75.3, , , ,2022.0,2022-01-01
681,Madison Bumgarner,ARI,158.2,91.0,87.2, ,90.8,85.3, ,78.4,63.2, , ,2022.0,2022-01-01
682,Collin Wiles,OAK,9.2,90.9,86.7, ,90.2,85.1,79.2,76.8, , , ,2022.0,2022-01-01
683,Brooks Raley,TBR,53.2,90.9,88.3, ,90.9,85.8,81.6,80.3, , , ,2022.0,2022-01-01
684,Cole Irvin,OAK,181.0,90.9,87.7, ,90.3,83.1,78.8,75.4, , , ,2022.0,2022-01-01
685,Aaron Civale,CLE,97.0,90.9,86.5,85.2,91.4,86.1,81.6,76.1, , , ,2022.0,2022-01-01
686,Kenny Rosenberg,LAA,10.2,90.9, , , ,81.1,80.1,74.3, , , ,2022.0,2022-01-01
687,Cody Stashak,MIN,16.1,90.9, , , ,84.4,82.3, , , , ,2022.0,2022-01-01
688,Richard Bleier,MIA,50.2,90.9,87.3, ,89.8,82.9,77.7, , , , ,2022.0,2022-01-01
689,Bruce Zimmermann,BAL,73.2,90.8, , ,90.6,84.8,85.1,81.2, , , ,2022.0,2022-01-01
690,Jose Cuas,KCR,37.2,90.8, , ,93.1,87.7,82.0, , , , ,2022.0,2022-01-01
691,Clayton Kershaw,LAD,126.1,90.8, , ,91.4,84.2,86.7,73.2, , , ,2022.0,2022-01-01
692,Tyler Anderson,LAD,178.2,90.7,85.7, ,89.1,79.0, ,73.3, , , ,2022.0,2022-01-01
693,Zac Lowther,BAL,5.1,90.7, , , ,83.6,82.1,75.3, , , ,2022.0,2022-01-01
694,Tommy Romero,- - -,8.1,90.7, , , ,84.1,83.1, , , , ,2022.0,2022-01-01
695,Chasen Shreve,NYM,26.1,90.7, ,83.0, , , ,80.9, , , ,2022.0,2022-01-01
696,Kyle Tyler,SDP,4.0,90.7, , , ,84.5, ,76.9, , , ,2022.0,2022-01-01
697,Matt Swarmer,CHC,34.0,90.6, , , ,85.8,82.1, , , , ,2022.0,2022-01-01
698,Conner Menez,CHC,1.0,90.6, , , , ,79.5,73.0, , , ,2022.0,2022-01-01
699,Alex Wood,SFG,130.2,90.6, , ,92.3,85.6,84.4, , , , ,2022.0,2022-01-01
700,Josh Rogers,WSN,26.1,90.6, , ,90.0,84.8,80.9, , , , ,2022.0,2022-01-01
701,Nabil Crismatt,SDP,67.1,90.6,85.7, ,89.9,82.7,84.2,73.1, , , ,2022.0,2022-01-01
702,Tyler Holton,ARI,9.0,90.5,87.2, ,90.7,82.7, ,77.1, , , ,2022.0,2022-01-01
703,Kyle Freeland,COL,174.2,90.4,85.6, ,89.8,85.0,81.1, , , , ,2022.0,2022-01-01
704,Mike Minor,CIN,98.0,90.4, , ,89.8,84.2,85.4,79.2, , , ,2022.0,2022-01-01
705,Zach Logue,OAK,57.0,90.3,86.0, ,87.4,82.1,77.6, , , , ,2022.0,2022-01-01
706,Stephen Strasburg,WSN,4.2,90.2, , ,90.2,85.1, ,77.3, , , ,2022.0,2022-01-01
707,Pedro Baez,HOU,2.1,90.2, , , ,84.0,82.2, , , , ,2022.0,2022-01-01
708,Tyler Alexander,DET,101.0,90.2,85.6, ,90.3,82.9,77.8, , , , ,2022.0,2022-01-01
709,Michael Pineda,DET,46.2,90.1, , , ,85.5,80.9, , , , ,2022.0,2022-01-01
710,Matt Wisler,TBR,44.0,90.0, , ,89.8,88.1,80.1, , , , ,2022.0,2022-01-01
711,Dusten Knight,TBR,11.0,90.0,86.3, , ,79.0,80.8,77.6, , , ,2022.0,2022-01-01
712,Charlie Culberson,TEX,2.0,89.9, , , , ,79.9, , , , ,2022.0,2022-01-01
713,Adam Kolarek,OAK,17.2,89.9, , ,88.6,82.4,77.6, , , , ,2022.0,2022-01-01
714,Robert Dugger,- - -,16.0,89.8, , ,90.2,81.5,77.9,72.9, , , ,2022.0,2022-01-01
715,Phoenix Sanders,TBR,14.2,89.8,85.3, , , ,81.4,75.6, , , ,2022.0,2022-01-01
716,Noe Ramirez,ARI,50.0,89.6, , , ,83.9,77.8, , , , ,2022.0,2022-01-01
717,Jerad Eickhoff,PIT,4.1,89.6, ,80.0,88.9, ,81.0,73.1, , , ,2022.0,2022-01-01
718,Robbie Erlin,LAD,2.0,89.4,85.2, , ,82.4, ,76.0, , , ,2022.0,2022-01-01
719,Hyun-Jin Ryu,TOR,27.0,89.4,86.1, ,90.3,79.8, ,72.1, , , ,2022.0,2022-01-01
720,Anibal Sanchez,WSN,69.1,89.4,87.1,67.4,89.0,82.1,82.7,75.2, , , ,2022.0,2022-01-01
721,Devin Smeltzer,MIN,70.1,89.4,84.7, ,87.1,82.0,76.8,75.1, , , ,2022.0,2022-01-01
722,Humberto Castellanos,ARI,44.1,89.4, , ,90.3,83.8,86.0,76.4, , , ,2022.0,2022-01-01
723,Sam Selman,OAK,18.1,89.4, , ,90.9, ,79.4, , , , ,2022.0,2022-01-01
724,Jared Koenig,OAK,39.1,89.3,84.8, , ,82.9, ,77.6, , , ,2022.0,2022-01-01
725,Steve Cishek,WSN,66.1,89.3, , ,89.8,83.5,76.5, , , , ,2022.0,2022-01-01
726,Tyler Gilbert,ARI,34.1,89.3,86.0, ,89.6,81.6, ,76.1, , , ,2022.0,2022-01-01
727,Michael Plassmeyer,PHI,7.1,89.3, , , ,82.6,76.0, , , , ,2022.0,2022-01-01
728,Locke St. John,CHC,2.0,89.3, , ,87.9,84.5,77.0, , , , ,2022.0,2022-01-01
729,Zack Greinke,KCR,137.0,89.2,87.8, ,89.6,86.6,84.5,72.1,65.2, , ,2022.0,2022-01-01
730,Wade Miley,CHC,37.0,89.2,85.3, ,88.4,81.5,79.0,73.5, , , ,2022.0,2022-01-01
731,Hoby Milner,MIL,64.2,89.2, , ,89.0,81.4, ,79.5, , , ,2022.0,2022-01-01
732,Corey Kluber,TBR,164.0,89.1,86.5, ,89.1,83.2,81.0, , , , ,2022.0,2022-01-01
733,Dylan Bundy,MIN,140.0,89.1, ,81.2,90.0, ,79.2,72.2, , , ,2022.0,2022-01-01
734,Penn Murfee,SEA,69.1,89.0, , ,88.8, ,79.7, , , , ,2022.0,2022-01-01
735,Dane Dunning,TEX,153.1,89.0,87.1, ,89.5,84.1,78.8, , , , ,2022.0,2022-01-01
736,Justin Bruihl,LAD,23.2,88.9,86.6, ,88.7, ,77.6, , , , ,2022.0,2022-01-01
737,Alec Mills,CHC,17.2,88.8, , ,88.6,79.0,76.2,65.9, , , ,2022.0,2022-01-01
738,Marco Gonzales,SEA,183.0,88.7,86.1, ,88.0,79.4, ,76.6, , , ,2022.0,2022-01-01
739,Rich Hill,BOS,124.1,88.7,84.4, ,83.7,82.3,69.5,72.0,63.5, , ,2022.0,2022-01-01
740,Alexander Wells,BAL,3.2,88.6, , , ,82.6,82.7,72.5, , , ,2022.0,2022-01-01
741,Oliver Perez,ARI,4.0,88.6, , ,88.3, ,76.6, , , , ,2022.0,2022-01-01
742,Paolo Espino,WSN,113.1,88.5, , , ,83.5,77.7,71.3, , , ,2022.0,2022-01-01
743,Nick Vespi,BAL,26.1,88.5, , , , ,83.8,80.8, , , ,2022.0,2022-01-01
744,Cam Alldred,PIT,1.0,88.1, , ,86.5,81.2,79.3, , , , ,2022.0,2022-01-01
745,Adam Wainwright,STL,191.2,88.1,84.4, ,88.7,82.2,77.9,72.8, , , ,2022.0,2022-01-01
746,Dallas Keuchel,- - -,60.2,87.8,85.3, ,87.4,79.3,77.3, , , , ,2022.0,2022-01-01
747,Tyler Clippard,WSN,5.0,87.5, ,80.1,87.3,77.0,81.9,74.2, , , ,2022.0,2022-01-01
748,Kyle Hendricks,CHC,84.1,87.1, , ,86.7,80.1, ,72.9, , , ,2022.0,2022-01-01
749,Ryan Yarbrough,TBR,80.0,86.9,82.5, , ,78.8,71.5, , , , ,2022.0,2022-01-01
750,Tommy Milone,SEA,16.2,86.8,85.2, , ,79.0,78.7,76.1, , , ,2022.0,2022-01-01
751,Brent Suter,MIL,66.2,86.5, , ,87.4,77.2,79.0, , , , ,2022.0,2022-01-01
752,Cesar Valdez,LAA,1.0,86.5, , , ,78.3,78.5, , , , ,2022.0,2022-01-01
753,Adam Cimber,TOR,70.2,86.4, , ,86.5, ,77.8, , , , ,2022.0,2022-01-01
754,Franmil Reyes,CHC,1.0,86.2, , , , , ,71.2, , , ,2022.0,2022-01-01
755,Joe Smith,MIN,27.1,86.2, , ,83.7, ,76.9, , , , ,2022.0,2022-01-01
756,Darren O'Day,ATL,21.2,85.9, , ,85.8, ,78.2, , , , ,2022.0,2022-01-01
757,Sergio Romo,- - -,18.0,85.2, , ,85.5,80.1,77.1, , , , ,2022.0,2022-01-01
758,Darick Hall,PHI,0.1,84.5, , , , , , , , , ,2022.0,2022-01-01
759,Brian Moran,LAA,0.1,84.5, , , , ,69.8, , , , ,2022.0,2022-01-01
760,Luis Gonzalez,SFG,6.1,84.3, , ,83.4,45.0, , , , , ,2022.0,2022-01-01
761,Orlando Arcia,ATL,1.0,83.8, , , ,49.5, , , , , ,2022.0,2022-01-01
762,Tyler Rogers,SFG,75.2,83.5, , ,83.1, ,72.0, , , , ,2022.0,2022-01-01
763,Garrett Stubbs,PHI,3.2,83.1, , , , , ,47.0, , , ,2022.0,2022-01-01
764,Jackie Bradley Jr.,BOS,1.0,83.1, , , , , ,59.5, , , ,2022.0,2022-01-01
765,Jace Peterson,MIL,1.0,83.0, , , , ,54.1, , , , ,2022.0,2022-01-01
766,Alcides Escobar,WSN,1.2,82.4, , , ,51.5, ,45.5, , , ,2022.0,2022-01-01
767,Luis Torrens,SEA,2.0,80.3, , , , , , , , , ,2022.0,2022-01-01
768,Yolmer Sanchez,BOS,1.0,78.1, , , , , ,44.0, , , ,2022.0,2022-01-01
769,Yu Chang,TBR,2.0,78.0, , , ,42.6, , , , , ,2022.0,2022-01-01
770,Pablo Reyes,MIL,1.0,76.9, , , ,40.1, , , , , ,2022.0,2022-01-01
771,Andrelton Simmons,CHC,1.0,76.9, , , ,46.8, , , , , ,2022.0,2022-01-01
772,Sandy Leon,CLE,2.0,76.5, , , , , , , , , ,2022.0,2022-01-01
773,Nick Maton,PHI,1.1,76.3, , , , , , , , , ,2022.0,2022-01-01
774,Jermaine Palacios,MIN,0.2,75.3, , , , , , , , , ,2022.0,2022-01-01
775,Matt Reynolds,CIN,1.1,75.0, , , ,58.5, ,58.7, , , ,2022.0,2022-01-01
776,Kevin Plawecki,BOS,1.0,74.5, , , , , ,58.3, , , ,2022.0,2022-01-01
777,Ildemaro Vargas,WSN,1.0,74.0, , , , ,55.8,39.1, , , ,2022.0,2022-01-01
778,Christian Bethancourt,- - -,4.0,74.0, , , ,63.4, , , , , ,2022.0,2022-01-01
779,Mike Brosseau,MIL,3.0,73.8, , , ,57.4, , , , , ,2022.0,2022-01-01
780,Brian Serven,COL,1.0,73.4, , , , , , , , , ,2022.0,2022-01-01
781,Nick Gordon,MIN,3.2,73.0, , , , , , , , , ,2022.0,2022-01-01
782,Ryan McKenna,BAL,1.1,72.6, , , , , , , , , ,2022.0,2022-01-01
783,Tucker Barnhart,DET,1.0,72.3, , , ,54.3, , , , , ,2022.0,2022-01-01
784,Josh VanMeter,PIT,3.0,72.0, , , , , , , , , ,2022.0,2022-01-01
785,Willians Astudillo,MIA,2.0,71.1, , , ,42.9, , , , , ,2022.0,2022-01-01
786,Hunter Dozier,KCR,1.0,70.5, , , , , , , , , ,2022.0,2022-01-01
787,Ernie Clement,CLE,2.0,70.0, , , , , , , ,52.6, ,2022.0,2022-01-01
788,Mike Ford,ATL,1.0,69.9, , , ,54.9, , , , , ,2022.0,2022-01-01
789,Corey Dickerson,STL,1.0,69.9, , , , , ,52.8, , , ,2022.0,2022-01-01
790,Harold Castro,DET,4.0,69.7, , , ,52.6, ,58.1, , , ,2022.0,2022-01-01
791,Andrew Knizner,STL,0.2,68.4, , , , , , , , , ,2022.0,2022-01-01
792,Nicky Lopez,KCR,1.0,68.4, , , ,56.3,56.8, , , , ,2022.0,2022-01-01
793,Yadier Molina,STL,2.0,68.0, , , ,42.8, ,53.8, , , ,2022.0,2022-01-01
794,Marwin Gonzalez,NYY,0.1,67.5, , , , , , , , , ,2022.0,2022-01-01
795,Alejo Lopez,CIN,2.2,66.7, , , , , , , , , ,2022.0,2022-01-01
796,Randal Grichuk,COL,1.0,66.3, , , , , , , , , ,2022.0,2022-01-01
797,Chad Pinder,OAK,1.0,66.0, , , , , , , , , ,2022.0,2022-01-01
798,Diego Castillo,PIT,2.0,65.5, , , , , , , , , ,2022.0,2022-01-01
799,Hanser Alberto,LAD,11.0,64.8, , , ,44.3, , , , , ,2022.0,2022-01-01
800,Victor Caratini,MIL,1.0,64.2, , , , , , , , , ,2022.0,2022-01-01
801,Reese McGuire,BOS,1.0,62.0, , , , , , , , , ,2022.0,2022-01-01
802,Jack Mayfield,LAA,1.0,62.0, , , , , , , ,60.2, ,2022.0,2022-01-01
803,Jake Hager,ARI,2.1,62.0, , , , , , , , , ,2022.0,2022-01-01
804,Carson Kelly,ARI,4.2,61.0, , , , , , , , , ,2022.0,2022-01-01
805,Ehire Adrianza,WSN,1.0,60.3, , , , , , , , , ,2022.0,2022-01-01
806,Darin Ruf,NYM,2.0,60.3, , , , , , , , , ,2022.0,2022-01-01
807,Whit Merrifield,TOR,1.0,59.8, , , , , , , , , ,2022.0,2022-01-01
808,Wil Myers,SDP,3.2,59.6, , , , , ,56.0, , , ,2022.0,2022-01-01
809,Albert Pujols,STL,1.0,59.5, , , , , , , , , ,2022.0,2022-01-01
810,Frank Schwindel,CHC,3.0,59.0, , , ,36.5,46.9, , , , ,2022.0,2022-01-01
811,Austin Wynns,SFG,2.0,57.7, , , ,41.9, , , , , ,2022.0,2022-01-01
812,Max Schrock,CIN,1.0,57.0, , , , , , , , , ,2022.0,2022-01-01
813,Matt Batten,SDP,2.0,57.0, , , ,47.5, , , , , ,2022.0,2022-01-01
814,Josh Harrison,CHW,3.0,56.9, , , , , , , , , ,2022.0,2022-01-01
815,Dee Strange-Gordon,WSN,1.0,56.9, , , , , , , , , ,2022.0,2022-01-01
816,Chris Owings,BAL,1.0,56.6, , , , , , , , , ,2022.0,2022-01-01
817,Kody Clemens,DET,7.0,54.1, , , , , , , , , ,2022.0,2022-01-01
818,Phil Gosselin,LAA,1.0,49.2, , , , , , , , , ,2022.0,2022-01-01
819,Sheldon Neuse,OAK,3.2,46.9, , , , , , , , , ,2022.0,2022-01-01
820,Donovan Walton,SFG,1.0,46.2, , , , , , , , , ,2022.0,2022-01-01
821,Kenley Jansen,ATL,64.0, ,92.2, ,93.6, ,81.1, , , , ,2022.0,2022-01-01
822,T.J. McFarland,STL,32.2, , , ,88.9,82.0,79.7, , , , ,2022.0,2022-01-01
823,Craig Stammen,SDP,40.2, ,87.8, ,91.4,86.3,81.3,79.8, , , ,2022.0,2022-01-01
824,David Robertson,- - -,63.2, ,93.3, , , ,84.1,84.8, , , ,2022.0,2022-01-01
825,Lucas Luetge,NYY,57.1, ,87.6, , , ,77.3,73.4, , , ,2022.0,2022-01-01
826,Ryan Weber,NYY,10.2, , , ,89.0,79.8,78.6,75.1, , , ,2022.0,2022-01-01
827,Aaron Loup,LAA,58.2, ,84.9, ,91.4,80.3,76.1, , , , ,2022.0,2022-01-01
828,Scott Alexander,SFG,17.1, ,87.7, ,92.1,86.6,83.6, , , , ,2022.0,2022-01-01
829,Shane Greene,- - -,3.0, ,87.9, ,91.3,84.2,79.4, , , , ,2022.0,2022-01-01
830,Drew Smyly,CHC,106.1, ,88.7, ,92.7,84.5, ,78.8, , , ,2022.0,2022-01-01
831,Alex Claudio,NYM,3.1, , , ,84.9,70.4,73.6, , , , ,2022.0,2022-01-01
832,Zach Davies,ARI,134.1, ,87.4, ,89.4,79.6,76.1,74.5, , , ,2022.0,2022-01-01
833,Steven Matz,STL,48.0, , , ,94.7,85.3,89.7,78.2, , , ,2022.0,2022-01-01
834,Josh Hader,- - -,50.0, , , ,97.4,88.6,84.0, , , , ,2022.0,2022-01-01
835,Luis Perdomo,MIL,23.2, , , ,93.8,87.6,85.3, , , , ,2022.0,2022-01-01
836,Brett Phillips,TBR,4.0, , , , ,53.6, ,47.6, , , ,2022.0,2022-01-01
837,Sam Moll,OAK,43.1, , , ,93.5, ,81.9, , , , ,2022.0,2022-01-01
838,Justin Topa,MIL,7.1, , , ,95.5,86.3,81.5, , , , ,2022.0,2022-01-01
839,Jimmy Yacabonis,- - -,14.0, , , ,93.8,87.9,81.7, , , , ,2022.0,2022-01-01
840,Phillips Valdez,BOS,16.1, , , ,94.4,87.2,84.2, , , , ,2022.0,2022-01-01
841,Miguel Castro,NYY,29.0, , , ,97.9,92.4,85.7, , , , ,2022.0,2022-01-01
842,Sean Manaea,SDP,158.0, , , ,91.1,84.8,81.1, , , , ,2022.0,2022-01-01
843,Aaron Bummer,CHW,26.2, ,86.7, ,94.8,89.7,82.3, , , , ,2022.0,2022-01-01
844,Sam Clay,- - -,5.1, , , ,91.9,87.9, ,83.3, , , ,2022.0,2022-01-01
845,Ryan Borucki,- - -,25.1, , , ,95.1,84.6,87.7, , , , ,2022.0,2022-01-01
846,Erick Fedde,WSN,127.0, ,89.3, ,92.5,86.2,78.4, , , , ,2022.0,2022-01-01
847,Justin Lawrence,COL,42.2, , , ,95.3, ,82.5, , , , ,2022.0,2022-01-01
848,Dillon Tate,BAL,73.2, , , ,94.1,84.0,80.3, , , , ,2022.0,2022-01-01
849,Danny Young,- - -,6.1, , , ,89.0,83.3,77.8, , , , ,2022.0,2022-01-01
850,Trevor Kelley,MIL,23.2, ,83.8, ,90.0,81.0,78.6, , , , ,2022.0,2022-01-01
851,Andrew Vasquez,- - -,8.2, , , ,88.7, ,80.0, , , , ,2022.0,2022-01-01
852,Sean Poppen,ARI,28.2, , , ,94.5,85.3,83.3, , , , ,2022.0,2022-01-01
853,Tyson Miller,TEX,10.2, ,90.8, ,91.9,86.2,81.5,79.3, , , ,2022.0,2022-01-01
854,Jake Fishman,MIA,11.0, , , ,87.4, ,75.8, , , , ,2022.0,2022-01-01
855,Zach Pop,- - -,39.0, , , ,96.5,89.5,85.0, , , , ,2022.0,2022-01-01
856,Chad Smith,COL,18.0, , , ,95.7,89.9,85.2, , , , ,2022.0,2022-01-01
857,Matt Peacock,- - -,10.0, , , ,93.0,87.0,87.3, , , , ,2022.0,2022-01-01
858,Cristopher Sanchez,PHI,40.0, , , ,93.2,84.5,85.0, , , , ,2022.0,2022-01-01
859,Adrian Martinez,OAK,57.2, , , ,93.9,84.1,82.1, , , , ,2022.0,2022-01-01
860,Emmanuel Clase,CLE,72.2, ,99.7, , , ,92.0, , , , ,2022.0,2022-01-01
861,Jake Bird,COL,47.2, ,91.3, ,95.0,88.0, ,81.7, , , ,2022.0,2022-01-01
862,Bryce Montes de Oca,NYM,3.1, ,95.4, ,99.8, ,86.9, , , , ,2022.0,2022-01-01
863,Nicholas Padilla,CHC,1.2, ,93.1, ,93.9, ,82.4, , , , ,2022.0,2022-01-01
864,Brendon Little,CHC,0.2, , , ,94.3, , ,86.0, , , ,2022.0,2022-01-01
865,Elvis Peguero,LAA,17.1, , , ,96.5, ,91.0, , , , ,2022.0,2022-01-01
866,Camilo Doval,SFG,67.2, ,99.3, ,98.3, ,87.6, , , , ,2022.0,2022-01-01
867,John King,TEX,51.1, ,86.8, ,92.5,80.8,79.0, , , , ,2022.0,2022-01-01
868,Aaron Fletcher,PIT,11.2, , , ,91.2,75.2,80.0, , , , ,2022.0,2022-01-01
869,Collin Snider,KCR,34.1, , , ,96.2,89.5,86.5, , , , ,2022.0,2022-01-01
870,Kyle Bradish,BAL,117.2, ,94.8, ,95.5,90.0,87.1,83.3, , , ,2022.0,2022-01-01
871,Cooper Criswell,TBR,3.1, ,82.3, ,90.1, ,77.3, , , , ,2022.0,2022-01-01
